,DrugName,ActiveIngredient
1614,COLD CAPSULE IV,CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
1615,COLD CAPSULE V,CHLORPHENIRAMINE MALEATE; PHENYLPROPANOLAMINE HYDROCHLORIDE
1616,PILOPINE HS,PILOCARPINE HYDROCHLORIDE
1617,PRALIDOXIME CHLORIDE,PRALIDOXIME CHLORIDE
1618,BACTERIOSTATIC SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE
1619,STERILE WATER FOR INJECTION,STERILE WATER FOR INJECTION
1620,BACTERIOSTATIC WATER FOR INJECTION IN PLASTIC CONTAINER,STERILE WATER FOR INJECTION
1621,AMINOSYN 3.5% IN PLASTIC CONTAINER,AMINO ACIDS
1622,AMINOSYN 3.5% M IN PLASTIC CONTAINER,AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; SODIUM CHLORIDE
1623,DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
1624,DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
1625,THERMAZENE,SILVER SULFADIAZINE
1626,"HEPARIN SODIUM 20,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1627,"HEPARIN SODIUM 10,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1628,"HEPARIN SODIUM 25,000 UNITS AND DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1629,CALAN,VERAPAMIL HYDROCHLORIDE
1630,DOPAMINE HYDROCHLORIDE IN DEXTROSE 5% IN PLASTIC CONTAINER,DOPAMINE HYDROCHLORIDE
1631,LOTRISONE,BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE
1632,TAMBOCOR,FLECAINIDE ACETATE
1633,TRACRIUM PRESERVATIVE FREE,ATRACURIUM BESYLATE
1634,TRACRIUM,ATRACURIUM BESYLATE
1635,LITHANE,LITHIUM CARBONATE
1636,BETADERM,BETAMETHASONE VALERATE
1637,DEXTROSE 5% AND ELECTROLYTE NO. 75 IN PLASTIC CONTAINER,"DEXTROSE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM LACTATE"
1638,DAYPRO,OXAPROZIN
1639,PSEUDOEPHEDRINE HYDROCHLORIDE AND CHLORPHENIRAMINE MALEATE,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
1640,XYLOSE,XYLOSE
1641,VIRAZOLE,RIBAVIRIN
1642,BETAMETHASONE VALERATE,BETAMETHASONE VALERATE
1643,BETATREX,BETAMETHASONE VALERATE
1644,NIMOTOP,NIMODIPINE
1645,PROTOSTAT,METRONIDAZOLE
1646,VISKAZIDE,HYDROCHLOROTHIAZIDE; PINDOLOL
1647,MEXITIL,MEXILETINE HYDROCHLORIDE
1648,CALCIJEX,CALCITRIOL
1649,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1650,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% IN SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1651,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1652,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1653,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1654,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1655,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.3% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1656,INDOCIN,INDOMETHACIN SODIUM
1657,DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1658,DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1659,DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1660,EMBOLEX,DIHYDROERGOTAMINE MESYLATE; HEPARIN SODIUM; LIDOCAINE HYDROCHLORIDE
1661,MONISTAT 3,MICONAZOLE NITRATE
1662,METRONIDAZOLE IN PLASTIC CONTAINER,METRONIDAZOLE
1663,CATAPRES-TTS-1,CLONIDINE
1664,CATAPRES-TTS-2,CLONIDINE
1665,CATAPRES-TTS-3,CLONIDINE
1666,SODIUM PHOSPHATES IN PLASTIC CONTAINER,"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE; SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS"
1667,SODIUM ACETATE,SODIUM ACETATE
1668,TOLAZAMIDE,TOLAZAMIDE
1669,TPN ELECTROLYTES IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE
1670,POTASSIUM ACETATE,POTASSIUM ACETATE
1671,SODIUM CHLORIDE 14.6%,SODIUM CHLORIDE
1672,SODIUM CHLORIDE 23.4%,SODIUM CHLORIDE
1673,ISOLYTE E IN PLASTIC CONTAINER,CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM CITRATE
1674,METRO I.V. IN PLASTIC CONTAINER,METRONIDAZOLE
1675,AMINESS 5.2% ESSENTIAL AMINO ACIDS W/ HISTADINE,AMINO ACIDS
1676,UROLOGIC G IN PLASTIC CONTAINER,CITRIC ACID; MAGNESIUM OXIDE; SODIUM CARBONATE
1677,HEXABRIX,IOXAGLATE MEGLUMINE; IOXAGLATE SODIUM
1678,"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.45%",HEPARIN SODIUM
1679,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.45%",HEPARIN SODIUM
1680,"HEPARIN SODIUM 10,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
1681,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
1682,"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
1683,"HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5%",HEPARIN SODIUM
1684,"HEPARIN SODIUM 12,500 UNITS IN DEXTROSE 5%",HEPARIN SODIUM
1685,"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5%",HEPARIN SODIUM
1686,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9%",HEPARIN SODIUM
1687,"HEPARIN SODIUM 12,500 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",HEPARIN SODIUM
1688,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER",HEPARIN SODIUM
1689,"HEPARIN SODIUM 25,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
1690,"HEPARIN SODIUM 1,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
1691,"HEPARIN SODIUM 2,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
1692,SECTRAL,ACEBUTOLOL HYDROCHLORIDE
1693,M.V.I. PEDIATRIC,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PHYTONADIONE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E
1694,LODINE,ETODOLAC
1695,DEXTROSE 38.5% IN PLASTIC CONTAINER,DEXTROSE
1696,AMINOPHYLLINE IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER,AMINOPHYLLINE
1697,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
1698,NORQUEST FE,ETHINYL ESTRADIOL; FERROUS FUMARATE; NORETHINDRONE
1699,PENNTUSS,CHLORPHENIRAMINE POLISTIREX; CODEINE POLISTIREX
1700,TRAVASOL 5.5% IN PLASTIC CONTAINER,AMINO ACIDS
1701,TRAVASOL 8.5% IN PLASTIC CONTAINER,AMINO ACIDS
1702,TRAVASOL 10% IN PLASTIC CONTAINER,AMINO ACIDS
1703,REVIA,NALTREXONE HYDROCHLORIDE
1704,M.V.I.-12 LYOPHILIZED,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE; VITAMIN A; VITAMIN E
1705,METHYLDOPA,METHYLDOPA
1706,CODIMAL-L.A. 12,CHLORPHENIRAMINE MALEATE; PSEUDOEPHEDRINE HYDROCHLORIDE
1707,PROZAC,FLUOXETINE HYDROCHLORIDE
1708,SARAFEM,FLUOXETINE HYDROCHLORIDE
1709,SODIUM LACTATE IN PLASTIC CONTAINER,SODIUM LACTATE
1710,CARNITOR,LEVOCARNITINE
1711,OMNIPAQUE 180,IOHEXOL
1712,OMNIPAQUE 240,IOHEXOL
1713,OMNIPAQUE 300,IOHEXOL
1714,OMNIPAQUE 350,IOHEXOL
1715,OMNIPAQUE 140,IOHEXOL
1716,OMNIPAQUE 210,IOHEXOL
1717,OMNIPAQUE 70,IOHEXOL
1718,OMNIPAQUE 9,IOHEXOL
1719,OMNIPAQUE 12,IOHEXOL
1720,ZINC CHLORIDE IN PLASTIC CONTAINER,ZINC CHLORIDE
1721,CUPRIC CHLORIDE IN PLASTIC CONTAINER,CUPRIC CHLORIDE
1722,CHROMIC CHLORIDE IN PLASTIC CONTAINER,CHROMIC CHLORIDE
1723,MANGANESE CHLORIDE IN PLASTIC CONTAINER,MANGANESE CHLORIDE
1724,CHOLETEC,TECHNETIUM TC-99M MEBROFENIN KIT
1725,LIPOSYN III 10%,SOYBEAN OIL
1726,LIPOSYN III 20%,SOYBEAN OIL
1727,CORDARONE,AMIODARONE HYDROCHLORIDE
1728,LEVATOL,PENBUTOLOL SULFATE
1729,TRI-NORINYL 21-DAY,ETHINYL ESTRADIOL; NORETHINDRONE
1730,TRI-NORINYL 28-DAY,ETHINYL ESTRADIOL; NORETHINDRONE
1731,COLYTE,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
1732,COLYTE-FLAVORED,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
1733,COLYTE WITH FLAVOR PACKS,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
1734,ORTHO-NOVUM 7/7/7-21,ETHINYL ESTRADIOL; NORETHINDRONE
1735,ORTHO-NOVUM 7/7/7-28,ETHINYL ESTRADIOL; NORETHINDRONE
1736,PRALIDOXIME CHLORIDE (AUTOINJECTOR),PRALIDOXIME CHLORIDE
1737,VASOCIDIN,PREDNISOLONE SODIUM PHOSPHATE; SULFACETAMIDE SODIUM
1738,ADVIL,IBUPROFEN
1739,LIPOSYN II 20%,SAFFLOWER OIL; SOYBEAN OIL
1740,ACTIFED,PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPROLIDINE HYDROCHLORIDE
1741,LIPOSYN II 10%,SAFFLOWER OIL; SOYBEAN OIL
1742,VASOTEC,ENALAPRIL MALEATE
1743,BEPADIN,BEPRIDIL HYDROCHLORIDE
1744,VASCOR,BEPRIDIL HYDROCHLORIDE
1745,ORTHO-NOVUM 7/14-21,ETHINYL ESTRADIOL; NORETHINDRONE
1746,ORTHO-NOVUM 7/14-28,ETHINYL ESTRADIOL; NORETHINDRONE
1747,BRETYLIUM TOSYLATE IN DEXTROSE 5%,BRETYLIUM TOSYLATE
1748,ISOLYTE S PH 7.4 IN PLASTIC CONTAINER,"MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE; SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE"
1749,BRETYLIUM TOSYLATE IN DEXTROSE 5% IN PLASTIC CONTAINER,BRETYLIUM TOSYLATE
1750,MAXAIR,PIRBUTEROL ACETATE
1751,LUPRON,LEUPROLIDE ACETATE
1752,GOLYTELY,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE ANHYDROUS
1753,NUPRIN,IBUPROFEN
1754,MOTRIN IB,IBUPROFEN
1755,MOTRIN MIGRAINE PAIN,IBUPROFEN
1756,BENYLIN,DIPHENHYDRAMINE HYDROCHLORIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
1757,TROPHAMINE,AMINO ACIDS
1758,TROPHAMINE 10%,AMINO ACIDS
1759,SODIUM CHLORIDE 3% IN PLASTIC CONTAINER,SODIUM CHLORIDE
1760,SODIUM CHLORIDE 5% IN PLASTIC CONTAINER,SODIUM CHLORIDE
1761,PHYSIOLYTE IN PLASTIC CONTAINER,MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE
1762,ISOLYTE P W/ DEXTROSE 5% IN PLASTIC CONTAINER,"DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE"
1763,PERIDEX,CHLORHEXIDINE GLUCONATE
1764,BRETYLIUM TOSYLATE,BRETYLIUM TOSYLATE
1765,TENEX,GUANFACINE HYDROCHLORIDE
1766,DILAUDID-HP,HYDROMORPHONE HYDROCHLORIDE
1767,DILAUDID,HYDROMORPHONE HYDROCHLORIDE
1768,CIS-PYRO,TECHNETIUM TC-99M PYROPHOSPHATE KIT
1769,"HEPARIN SODIUM 5,000 UNITS IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER",HEPARIN SODIUM
1770,INDIUM IN 111 OXYQUINOLINE,INDIUM IN-111 OXYQUINOLINE
1771,NORMOZIDE,HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE
1772,PLASMA-LYTE 56 IN PLASTIC CONTAINER,MAGNESIUM ACETATE TETRAHYDRATE; POTASSIUM ACETATE; SODIUM CHLORIDE
1773,DESOWEN,DESONIDE
1774,SUFENTA PRESERVATIVE FREE,SUFENTANIL CITRATE
1775,HYTRIN,TERAZOSIN HYDROCHLORIDE
1776,INDERIDE LA 80/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
1777,INDERIDE LA 120/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
1778,INDERIDE LA 160/50,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
1779,MYCELEX-G,CLOTRIMAZOLE
1780,UROCIT-K,POTASSIUM CITRATE
1781,FLAREX,FLUOROMETHOLONE ACETATE
1782,PROSOM,ESTAZOLAM
1783,ESTRADERM,ESTRADIOL
1784,DALGAN,DEZOCINE
1785,THEOPHYLLINE 0.04% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
1786,THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
1787,THEOPHYLLINE 0.16% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
1788,ATROVENT,IPRATROPIUM BROMIDE
1789,ZANTAC,RANITIDINE HYDROCHLORIDE
1790,ISMO,ISOSORBIDE MONONITRATE
1791,DOPAMINE HYDROCHLORIDE AND DEXTROSE 5% IN PLASTIC CONTAINER,DOPAMINE HYDROCHLORIDE
1792,DOPAMINE HYDROCHLORIDE AND DEXTROSE 5%,DOPAMINE HYDROCHLORIDE
1793,FENTANYL CITRATE PRESERVATIVE FREE,FENTANYL CITRATE
1794,TUSSIONEX PENNKINETIC,CHLORPHENIRAMINE POLISTIREX; HYDROCODONE POLISTIREX
1795,VENTOLIN,ALBUTEROL SULFATE
1796,FENTANYL CITRATE,FENTANYL CITRATE
1797,AMINOSYN 3.5% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE
1798,AMINOSYN 4.25% W/ DEXTROSE 25% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE
1799,AMINOSYN 3.5% W/ DEXTROSE 5% IN PLASTIC CONTAINER,AMINO ACIDS; DEXTROSE
1800,KLOR-CON,POTASSIUM CHLORIDE
1801,EXIDINE,CHLORHEXIDINE GLUCONATE
1802,MAXZIDE,HYDROCHLOROTHIAZIDE; TRIAMTERENE
1803,MAXZIDE-25,HYDROCHLOROTHIAZIDE; TRIAMTERENE
1804,"HEPARIN SODIUM 1,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1805,"HEPARIN SODIUM 5,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1806,"HEPARIN SODIUM 2,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1807,"HEPARIN SODIUM 25,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1808,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE
1809,ALPHATREX,BETAMETHASONE DIPROPIONATE
1810,RYTHMOL,PROPAFENONE HYDROCHLORIDE
1811,CALAN SR,VERAPAMIL HYDROCHLORIDE
1812,LAC-HYDRIN,AMMONIUM LACTATE
1813,PEDIAPRED,PREDNISOLONE SODIUM PHOSPHATE
1814,TRANDATE HCT,HYDROCHLOROTHIAZIDE; LABETALOL HYDROCHLORIDE
1815,OXYTOCIN 5 USP UNITS IN DEXTROSE 5%,OXYTOCIN
1816,OXYTOCIN 20 USP UNITS IN DEXTROSE 5%,OXYTOCIN
1817,OXYTOCIN 10 USP UNITS IN DEXTROSE 5%,OXYTOCIN
1818,GASTROCROM,CROMOLYN SODIUM
1819,TRIPHASIL-28,ETHINYL ESTRADIOL; LEVONORGESTREL
1820,TRIPHASIL-21,ETHINYL ESTRADIOL; LEVONORGESTREL
1821,PROVOCHOLINE,METHACHOLINE CHLORIDE
1822,SYPRINE,TRIENTINE HYDROCHLORIDE
1823,VOLTAREN,DICLOFENAC SODIUM
1824,CARTROL,CARTEOLOL HYDROCHLORIDE
1825,THEOPHYLLINE IN DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
1826,THEOPHYLLINE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
1827,THEOPHYLLINE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER,THEOPHYLLINE
1828,FEMSTAT,BUTOCONAZOLE NITRATE
1829,FML FORTE,FLUOROMETHOLONE
1830,BETAGAN,LEVOBUNOLOL HYDROCHLORIDE
1831,VASERETIC,ENALAPRIL MALEATE; HYDROCHLOROTHIAZIDE
1832,MANGANESE SULFATE,MANGANESE SULFATE
1833,ZINC SULFATE,ZINC SULFATE
1834,E-Z SCRUB 201,POVIDONE-IODINE
1835,CARNITOR SF,LEVOCARNITINE
1836,CIDA-STAT,CHLORHEXIDINE GLUCONATE
1837,CHG SCRUB,CHLORHEXIDINE GLUCONATE
1838,FLORONE E,DIFLORASONE DIACETATE
1839,PSORCON,DIFLORASONE DIACETATE
1840,PAREMYD,HYDROXYAMPHETAMINE HYDROBROMIDE; TROPICAMIDE
1841,PENTAM,PENTAMIDINE ISETHIONATE
1842,CYTOTEC,MISOPROSTOL
1843,BETOPTIC,BETAXOLOL HYDROCHLORIDE
1844,CHROMIC CHLORIDE,CHROMIC CHLORIDE
1845,DIMETANE-DX,BROMPHENIRAMINE MALEATE; DEXTROMETHORPHAN HYDROBROMIDE; PSEUDOEPHEDRINE HYDROCHLORIDE
1846,CYKLOKAPRON,TRANEXAMIC ACID
1847,OCL,POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE; SODIUM SULFATE
1848,DIZAC,DIAZEPAM
1849,MD-76R,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM
1850,NOVANTRONE,MITOXANTRONE HYDROCHLORIDE
1851,LIPIDIL,FENOFIBRATE
1852,TRICOR (MICRONIZED),FENOFIBRATE
1853,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1854,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1855,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1856,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1857,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
1858,VASOTEC,ENALAPRILAT
1859,MAGNESIUM SULFATE,MAGNESIUM SULFATE
1860,SODIUM CHLORIDE 0.9% IN STERILE PLASTIC CONTAINER,SODIUM CHLORIDE
1861,TEMOVATE,CLOBETASOL PROPIONATE
1862,SYNOVALYTE IN PLASTIC CONTAINER,MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE; SODIUM GLUCONATE
1863,SODIUM CHLORIDE 23.4% IN PLASTIC CONTAINER,SODIUM CHLORIDE
1864,SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE
1865,"HEPARIN SODIUM 12,500 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1866,"HEPARIN SODIUM 10,000 UNITS IN DEXTROSE 5% IN PLASTIC CONTAINER",HEPARIN SODIUM
1867,CUPRIC SULFATE,CUPRIC SULFATE
1868,ALFENTA,ALFENTANIL HYDROCHLORIDE
1869,NAFTIN,NAFTIFINE HYDROCHLORIDE
1870,ETHAMOLIN,ETHANOLAMINE OLEATE
1871,AZO GANTRISIN,PHENAZOPYRIDINE HYDROCHLORIDE; SULFISOXAZOLE
1872,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1873,POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1874,POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1875,POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1876,POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1877,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE
1878,MOCTANIN,MONOCTANOIN
1879,TEGISON,ETRETINATE
1880,AMINOSYN-HBC 7%,AMINO ACIDS
1881,TEN-K,POTASSIUM CHLORIDE
1882,E-Z PREP,POVIDONE-IODINE
1883,E-Z PREP 220,POVIDONE-IODINE
1884,NOROXIN,NORFLOXACIN
1885,PERMAX,PERGOLIDE MESYLATE
1886,BREVIBLOC,ESMOLOL HYDROCHLORIDE
1887,BREVIBLOC IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE
1888,BREVIBLOC DOUBLE STRENGTH IN PLASTIC CONTAINER,ESMOLOL HYDROCHLORIDE
1889,PROFENAL,SUPROFEN
1890,BECONASE AQ,BECLOMETHASONE DIPROPIONATE MONOHYDRATE
1891,INPERSOL-ZM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE
1892,INPERSOL-ZM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE
1893,INPERSOL-ZM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE; DEXTROSE; SODIUM CHLORIDE; SODIUM LACTATE
1894,AMINOSYN-PF 7%,AMINO ACIDS
1895,AMINOSYN-HBC 7% IN PLASTIC CONTAINER,AMINO ACIDS
1896,PSEUDO-12,PSEUDOEPHEDRINE POLISTIREX
1897,OCUFEN,FLURBIPROFEN SODIUM
1898,VISINE L.R.,OXYMETAZOLINE HYDROCHLORIDE
1899,HEAD & SHOULDERS CONDITIONER,PYRITHIONE ZINC
1900,CARDIOGEN-82,RUBIDIUM CHLORIDE RB-82
1901,METRODIN,UROFOLLITROPIN
1902,FERTINEX,UROFOLLITROPIN
